   1.000000E+00   2.805745E-01   4.416559E-01   4.265330E-01   4.453343E-01   4.525521E-01   4.331134E-01   4.361791E-01   4.520210E-01   4.432319E-01   4.277851E-01   4.358619E-01   4.485315E-01   4.364657E-01   4.551871E-01   4.693259E-01   4.739450E-01   4.795111E-01   4.465795E-01   4.552675E-01   4.655916E-01   4.675975E-01   4.625028E-01   4.506245E-01   4.360280E-01   4.253738E-01   4.207229E-01   4.145285E-01   4.085852E-01   3.910866E-01   3.758146E-01   3.507520E-01   3.427286E-01   3.336984E-01   3.199263E-01   3.116992E-01   2.831024E-01   2.712523E-01   2.462505E-01   2.505229E-01   2.426139E-01   2.244204E-01   2.115259E-01   1.898342E-01   1.758418E-01   1.736064E-01   1.677700E-01
   2.805745E-01   1.000000E+00   3.285707E-01   4.422336E-01   4.311056E-01   4.392980E-01   4.333281E-01   4.285643E-01   4.443670E-01   4.359865E-01   4.210172E-01   4.291624E-01   4.418314E-01   4.301337E-01   4.487695E-01   4.628878E-01   4.676027E-01   4.732544E-01   4.408770E-01   4.495835E-01   4.599153E-01   4.620201E-01   4.571108E-01   4.454753E-01   4.311205E-01   4.206527E-01   4.161619E-01   4.101439E-01   4.043494E-01   3.870830E-01   3.720101E-01   3.472041E-01   3.393103E-01   3.304109E-01   3.168208E-01   3.086990E-01   2.803697E-01   2.686594E-01   2.438720E-01   2.481529E-01   2.403425E-01   2.223073E-01   2.095315E-01   1.880094E-01   1.741310E-01   1.719325E-01   1.661566E-01
   4.416559E-01   3.285707E-01   1.000000E+00   4.047012E-01   5.127447E-01   4.942530E-01   4.868933E-01   4.955094E-01   5.065958E-01   4.973186E-01   4.804776E-01   4.899355E-01   5.045529E-01   4.913770E-01   5.128878E-01   5.292653E-01   5.347685E-01   5.413463E-01   5.042903E-01   5.142729E-01   5.262374E-01   5.287989E-01   5.233116E-01   5.099778E-01   4.934253E-01   4.813429E-01   4.763499E-01   4.696033E-01   4.629806E-01   4.430355E-01   4.256271E-01   3.969183E-01   3.878680E-01   3.776428E-01   3.621066E-01   3.527009E-01   3.200456E-01   3.066157E-01   2.779823E-01   2.829765E-01   2.740460E-01   2.532632E-01   2.385648E-01   2.137371E-01   1.977392E-01   1.952527E-01   1.886398E-01
   4.265330E-01   4.422336E-01   4.047012E-01   1.000000E+00   4.359785E-01   5.276904E-01   4.940105E-01   5.034927E-01   5.269118E-01   5.109330E-01   4.938827E-01   5.038349E-01   5.190982E-01   5.057655E-01   5.281245E-01   5.451972E-01   5.510683E-01   5.580543E-01   5.200348E-01   5.305149E-01   5.430422E-01   5.458558E-01   5.403649E-01   5.267587E-01   5.097999E-01   4.974447E-01   4.924384E-01   4.856183E-01   4.789088E-01   4.583915E-01   4.404801E-01   4.108358E-01   4.015613E-01   3.910622E-01   3.750611E-01   3.653909E-01   3.316056E-01   3.177529E-01   2.881067E-01   2.933581E-01   2.841560E-01   2.626353E-01   2.474245E-01   2.216814E-01   2.051008E-01   2.025543E-01   1.957175E-01
   4.453343E-01   4.311056E-01   5.127447E-01   4.359785E-01   1.000000E+00   4.588536E-01   5.314780E-01   5.154394E-01   5.403585E-01   5.355482E-01   5.115159E-01   5.221440E-01   5.382960E-01   5.247391E-01   5.481355E-01   5.660017E-01   5.724288E-01   5.800256E-01   5.409882E-01   5.523115E-01   5.655825E-01   5.686955E-01   5.631987E-01   5.494394E-01   5.322798E-01   5.198577E-01   5.147797E-01   5.078133E-01   5.011235E-01   4.802096E-01   4.619394E-01   4.315287E-01   4.220595E-01   4.113243E-01   3.947168E-01   3.849122E-01   3.498885E-01   3.355267E-01   3.048352E-01   3.103974E-01   3.008381E-01   2.784721E-01   2.626514E-01   2.358565E-01   2.185984E-01   2.159516E-01   2.088082E-01
   4.525521E-01   4.392980E-01   4.942530E-01   5.276904E-01   4.588536E-01   1.000000E+00   4.489179E-01   5.402277E-01   5.403372E-01   5.361410E-01   5.234828E-01   5.278087E-01   5.445733E-01   5.311703E-01   5.550261E-01   5.731927E-01   5.801648E-01   5.883389E-01   5.495313E-01   5.616976E-01   5.754644E-01   5.788227E-01   5.735002E-01   5.601801E-01   5.436224E-01   5.317777E-01   5.267329E-01   5.197721E-01   5.134441E-01   4.930319E-01   4.751779E-01   4.452132E-01   4.359014E-01   4.253340E-01   4.085226E-01   3.990598E-01   3.638597E-01   3.493781E-01   3.186426E-01   3.243886E-01   3.147007E-01   2.921271E-01   2.761241E-01   2.490329E-01   2.315772E-01   2.288764E-01   2.215778E-01
   4.331134E-01   4.333281E-01   4.868933E-01   4.940105E-01   5.314780E-01   4.489179E-01   1.000000E+00   4.409671E-01   5.480111E-01   5.194787E-01   5.080191E-01   5.239040E-01   5.340447E-01   5.212506E-01   5.448083E-01   5.626485E-01   5.700611E-01   5.786737E-01   5.415512E-01   5.544049E-01   5.682878E-01   5.717891E-01   5.668323E-01   5.545760E-01   5.394553E-01   5.288373E-01   5.239510E-01   5.171826E-01   5.115549E-01   4.926112E-01   4.760101E-01   4.478360E-01   4.390686E-01   4.291130E-01   4.126171E-01   4.039918E-01   3.699064E-01   3.557905E-01   3.262035E-01   3.319481E-01   3.224292E-01   3.004444E-01   2.848019E-01   2.583678E-01   2.413227E-01   2.386345E-01   2.313927E-01
   4.361791E-01   4.285643E-01   4.955094E-01   5.034927E-01   5.154394E-01   5.402277E-01   4.409671E-01   1.000000E+00   4.701840E-01   5.452321E-01   5.085476E-01   5.255305E-01   5.472056E-01   5.280469E-01   5.520859E-01   5.702895E-01   5.781327E-01   5.872074E-01   5.500333E-01   5.635207E-01   5.778614E-01   5.816083E-01   5.767958E-01   5.647668E-01   5.499333E-01   5.396226E-01   5.347998E-01   5.280638E-01   5.226649E-01   5.039019E-01   4.874479E-01   4.593218E-01   4.506254E-01   4.407350E-01   4.240365E-01   4.155728E-01   3.811139E-01   3.668477E-01   3.369888E-01   3.429438E-01   3.333062E-01   3.110234E-01   2.951589E-01   2.683190E-01   2.510167E-01   2.483035E-01   2.409281E-01
   4.520210E-01   4.443670E-01   5.065958E-01   5.269118E-01   5.403585E-01   5.403372E-01   5.480111E-01   4.701840E-01   1.000000E+00   4.844864E-01   5.491037E-01   5.418157E-01   5.648605E-01   5.560735E-01   5.750008E-01   5.942426E-01   6.025038E-01   6.120580E-01   5.732121E-01   5.872422E-01   6.023659E-01   6.064799E-01   6.016311E-01   5.890264E-01   5.733505E-01   5.624374E-01   5.576260E-01   5.508099E-01   5.451847E-01   5.253317E-01   5.079337E-01   4.781287E-01   4.690490E-01   4.586947E-01   4.413273E-01   4.323460E-01   3.960771E-01   3.811777E-01   3.496552E-01   3.560283E-01   3.460112E-01   3.225759E-01   3.059336E-01   2.776590E-01   2.594537E-01   2.566866E-01   2.490036E-01
   4.432319E-01   4.359865E-01   4.973186E-01   5.109330E-01   5.355482E-01   5.361410E-01   5.194787E-01   5.452321E-01   4.844864E-01   1.000000E+00   4.561656E-01   5.537338E-01   5.525451E-01   5.446960E-01   5.737564E-01   5.869008E-01   5.953465E-01   6.050845E-01   5.670285E-01   5.812322E-01   5.964413E-01   6.007303E-01   5.961620E-01   5.839895E-01   5.688046E-01   5.583087E-01   5.537293E-01   5.471616E-01   5.418380E-01   5.224575E-01   5.054686E-01   4.761831E-01   4.673516E-01   4.572571E-01   4.401293E-01   4.314123E-01   3.955297E-01   3.808312E-01   3.496515E-01   3.561035E-01   3.462253E-01   3.230025E-01   3.065178E-01   2.784479E-01   2.603852E-01   2.576802E-01   2.500651E-01
   4.277851E-01   4.210172E-01   4.804776E-01   4.938827E-01   5.115159E-01   5.234828E-01   5.080191E-01   5.085476E-01   5.491037E-01   4.561656E-01   1.000000E+00   4.522896E-01   5.557526E-01   5.242475E-01   5.537860E-01   5.764416E-01   5.790666E-01   5.888747E-01   5.522822E-01   5.665170E-01   5.815920E-01   5.859902E-01   5.817821E-01   5.703058E-01   5.559635E-01   5.461509E-01   5.418648E-01   5.356381E-01   5.307515E-01   5.122651E-01   4.960522E-01   4.678910E-01   4.594828E-01   4.498502E-01   4.332286E-01   4.249873E-01   3.901193E-01   3.758650E-01   3.455980E-01   3.520314E-01   3.424467E-01   3.198317E-01   3.037780E-01   2.763878E-01   2.587718E-01   2.561676E-01   2.487345E-01
   4.358619E-01   4.291624E-01   4.899355E-01   5.038349E-01   5.221440E-01   5.278087E-01   5.239040E-01   5.255305E-01   5.418157E-01   5.537338E-01   4.522896E-01   1.000000E+00   4.893463E-01   5.580598E-01   5.643043E-01   5.881700E-01   6.011794E-01   6.063332E-01   5.697345E-01   5.853173E-01   6.012270E-01   6.059994E-01   6.019885E-01   5.910566E-01   5.774931E-01   5.684650E-01   5.641736E-01   5.578845E-01   5.534958E-01   5.356325E-01   5.199362E-01   4.922653E-01   4.840405E-01   4.746017E-01   4.575534E-01   4.497933E-01   4.144329E-01   3.999095E-01   3.693975E-01   3.761706E-01   3.663396E-01   3.432801E-01   3.268625E-01   2.988661E-01   2.808587E-01   2.781757E-01   2.704774E-01
