           2  0.2443883E+01  0.1234500E+04  0.9623565E-02  0.1118786E-01  0.6898392E+00
           3 -0.4236332E+01  0.1132100E+04  0.1726636E-01  0.2013950E-01  0.6898392E+00
           4 -0.1837642E+01  0.1042900E+04  0.2695547E-01  0.3138099E-01  0.6898392E+00
           5  0.4857004E+01  0.9751200E+03  0.3865802E-01  0.4489237E-01  0.6898392E+00
           6  0.4984034E+01  0.9258700E+03  0.5235391E-01  0.6065825E-01  0.6898392E+00
           7  0.1090835E+01  0.8902400E+03  0.6802437E-01  0.7867429E-01  0.6898392E+00
           8 -0.3521862E+01  0.8654700E+03  0.8566433E-01  0.9893528E-01  0.6898392E+00
           9  0.1845809E+01  0.8497600E+03  0.1052635E+00  0.1214421E+00  0.6898392E+00
          10  0.5779635E+01  0.8399200E+03  0.1268142E+00  0.1461950E+00  0.6898392E+00
          11 -0.1215254E+01  0.8346600E+03  0.1503209E+00  0.1731968E+00  0.6898392E+00
          12 -0.2319871E+00  0.8333500E+03  0.1757772E+00  0.2024510E+00  0.6898392E+00
          13 -0.4447937E+00  0.8351900E+03  0.2031868E+00  0.2339627E+00  0.6898392E+00
          14 -0.9896241E+00  0.8393000E+03  0.2325493E+00  0.2677398E+00  0.6898392E+00
          15  0.6822530E+01  0.8447700E+03  0.2638722E+00  0.3037840E+00  0.6898392E+00
          16  0.3654517E+01  0.8510000E+03  0.2971505E+00  0.3421102E+00  0.6898392E+00
          17 -0.2069517E+01  0.8589300E+03  0.3323940E+00  0.3827254E+00  0.6898392E+00
          18 -0.1425490E+01  0.8693300E+03  0.3696101E+00  0.4256401E+00  0.6898392E+00
          19  0.5558509E+01  0.8809600E+03  0.4087971E+00  0.4708460E+00  0.6898392E+00
          20  0.3176173E+01  0.8925000E+03  0.4499677E+00  0.5183750E+00  0.6898392E+00
          21 -0.4074493E+01  0.9042900E+03  0.4931188E+00  0.5682344E+00  0.6898392E+00
          22 -0.1673582E+01  0.9169300E+03  0.5382937E+00  0.6204383E+00  0.6898392E+00
          23 -0.3624465E+01  0.9301900E+03  0.5854395E+00  0.6749834E+00  0.6898392E+00
          24 -0.7648728E+01  0.9437500E+03  0.6346230E+00  0.7319020E+00  0.6898392E+00
          25  0.1028232E+02  0.9576200E+03  0.6858267E+00  0.7911896E+00  0.6898392E+00
          26  0.3307294E+01  0.9718900E+03  0.7390493E+00  0.8528622E+00  0.6898392E+00
          27  0.3457946E+01  0.9866200E+03  0.7943086E+00  0.9169496E+00  0.6898392E+00
          28 -0.5483137E+01  0.1001800E+04  0.8516617E+00  0.9834563E+00  0.6898392E+00
          29  0.1171319E+02  0.1017300E+04  0.9110321E+00  0.1052388E+01  0.6898392E+00
          30  0.5295646E+01  0.1032800E+04  0.9724899E+00  0.1123781E+01  0.6898392E+00
          31 -0.4944065E+01  0.1048600E+04  0.1036041E+01  0.1197649E+01  0.6898392E+00
          32 -0.8978178E+00  0.1064600E+04  0.1101661E+01  0.1273983E+01  0.6898392E+00
          33  0.4840856E+01  0.1081100E+04  0.1169425E+01  0.1352827E+01  0.6898392E+00
          34  0.3170363E+01  0.1097800E+04  0.1239304E+01  0.1434179E+01  0.6898392E+00
          35  0.3535300E+01  0.1114800E+04  0.1311328E+01  0.1518080E+01  0.6898392E+00
          36 -0.6144954E+01  0.1131900E+04  0.1385471E+01  0.1604532E+01  0.6898392E+00
          37 -0.1941638E+02  0.1149200E+04  0.1461810E+01  0.1693549E+01  0.6898392E+00
          38  0.1288158E+02  0.1166800E+04  0.1540298E+01  0.1785156E+01  0.6898392E+00
          39 -0.3684337E+01  0.1184600E+04  0.1620980E+01  0.1879377E+01  0.6898392E+00
          40  0.5712543E+01  0.1202600E+04  0.1703858E+01  0.1976235E+01  0.6898392E+00
          41  0.1496604E+02  0.1220900E+04  0.1788987E+01  0.2075737E+01  0.6898392E+00
          42  0.1301154E+02  0.1239300E+04  0.1876312E+01  0.2177921E+01  0.6898392E+00
          43 -0.6375662E+01  0.1257900E+04  0.1965917E+01  0.2282794E+01  0.6898392E+00
          44  0.5173197E+01  0.1276700E+04  0.2057768E+01  0.2390373E+01  0.6898392E+00
          45 -0.1229767E+02  0.1295700E+04  0.2151900E+01  0.2500688E+01  0.6898392E+00
          46  0.5774768E+01  0.1314900E+04  0.2248335E+01  0.2613769E+01  0.6898392E+00
          47  0.1251708E+02  0.1334400E+04  0.2347074E+01  0.2729631E+01  0.6898392E+00
          48 -0.1002264E+02  0.1354000E+04  0.2448139E+01  0.2848289E+01  0.6898392E+00
          49 -0.8240261E+01  0.1373700E+04  0.2551559E+01  0.2969784E+01  0.6898392E+00
          50  0.1409372E+01  0.1393700E+04  0.2657339E+01  0.3094165E+01  0.6898392E+00
          51  0.7812719E+01  0.1414000E+04  0.2765475E+01  0.3221318E+01  0.6898392E+00
          52 -0.2614677E+02  0.1434500E+04  0.2876075E+01  0.3351473E+01  0.6898392E+00
