           2  0.7498300E+00  0.1234500E+04  0.9623565E-02  0.3420310E-01  0.6898392E+00
           3  0.1225820E+01  0.1132100E+04  0.1726636E-01  0.5033340E-01  0.6898392E+00
           4  0.1923530E+01  0.1042900E+04  0.2695547E-01  0.6878599E-01  0.6898392E+00
           5  0.5274803E+01  0.9751200E+03  0.3865802E-01  0.8954903E-01  0.6898392E+00
           6 -0.7879572E+01  0.9258700E+03  0.5235391E-01  0.1126082E+00  0.6898392E+00
           7  0.1539170E+01  0.8902400E+03  0.6802437E-01  0.1379592E+00  0.6898392E+00
           8  0.5514126E+01  0.8654700E+03  0.8566433E-01  0.1656001E+00  0.6898392E+00
           9 -0.2884556E+01  0.8497600E+03  0.1052635E+00  0.1955264E+00  0.6898392E+00
          10  0.2154804E+01  0.8399200E+03  0.1268142E+00  0.2277389E+00  0.6898392E+00
          11 -0.8024651E+00  0.8346600E+03  0.1503209E+00  0.2622407E+00  0.6898392E+00
          12 -0.4937981E+01  0.8333500E+03  0.1757772E+00  0.2990331E+00  0.6898392E+00
          13  0.7738963E+00  0.8351900E+03  0.2031868E+00  0.3381226E+00  0.6898392E+00
          14  0.1784198E+00  0.8393000E+03  0.2325493E+00  0.3795101E+00  0.6898392E+00
          15 -0.2223502E+01  0.8447700E+03  0.2638722E+00  0.4232099E+00  0.6898392E+00
          16  0.5617774E+01  0.8510000E+03  0.2971505E+00  0.4692287E+00  0.6898392E+00
          17  0.1875019E+01  0.8589300E+03  0.3323940E+00  0.5175626E+00  0.6898392E+00
          18 -0.8565036E+01  0.8693300E+03  0.3696101E+00  0.5682297E+00  0.6898392E+00
          19  0.7314178E+01  0.8809600E+03  0.4087971E+00  0.6212489E+00  0.6898392E+00
          20  0.4220743E+01  0.8925000E+03  0.4499677E+00  0.6766007E+00  0.6898392E+00
          21  0.4465159E+00  0.9042900E+03  0.4931188E+00  0.7343231E+00  0.6898392E+00
          22  0.1441281E+01  0.9169300E+03  0.5382937E+00  0.7944196E+00  0.6898392E+00
          23  0.8630911E+01  0.9301900E+03  0.5854395E+00  0.8569151E+00  0.6898392E+00
          24 -0.5742198E+01  0.9437500E+03  0.6346230E+00  0.9218033E+00  0.6898392E+00
          25  0.4124671E+01  0.9576200E+03  0.6858267E+00  0.9891063E+00  0.6898392E+00
          26  0.8811798E+01  0.9718900E+03  0.7390493E+00  0.1058829E+01  0.6898392E+00
          27  0.6098094E+01  0.9866200E+03  0.7943086E+00  0.1131011E+01  0.6898392E+00
          28  0.4191344E+01  0.1001800E+04  0.8516617E+00  0.1205636E+01  0.6898392E+00
          29  0.7152825E+01  0.1017300E+04  0.9110321E+00  0.1282738E+01  0.6898392E+00
          30  0.7421921E+01  0.1032800E+04  0.9724899E+00  0.1362333E+01  0.6898392E+00
          31 -0.6016728E-01  0.1048600E+04  0.1036041E+01  0.1444429E+01  0.6898392E+00
          32 -0.1224662E+01  0.1064600E+04  0.1101661E+01  0.1529052E+01  0.6898392E+00
          33 -0.1286367E+02  0.1081100E+04  0.1169425E+01  0.1616213E+01  0.6898392E+00
          34  0.7989216E+00  0.1097800E+04  0.1239304E+01  0.1705937E+01  0.6898392E+00
          35  0.6340735E+01  0.1114800E+04  0.1311328E+01  0.1798228E+01  0.6898392E+00
          36 -0.1027831E+01  0.1131900E+04  0.1385471E+01  0.1893116E+01  0.6898392E+00
          37 -0.1986207E+02  0.1149200E+04  0.1461810E+01  0.1990621E+01  0.6898392E+00
          38 -0.2936950E+01  0.1166800E+04  0.1540298E+01  0.2090765E+01  0.6898392E+00
          39 -0.1263688E+02  0.1184600E+04  0.1620980E+01  0.2193561E+01  0.6898392E+00
          40 -0.2648772E+00  0.1202600E+04  0.1703858E+01  0.2299022E+01  0.6898392E+00
          41  0.6668969E+01  0.1220900E+04  0.1788987E+01  0.2407181E+01  0.6898392E+00
          42 -0.1110772E+02  0.1239300E+04  0.1876312E+01  0.2518065E+01  0.6898392E+00
          43 -0.8627057E+01  0.1257900E+04  0.1965917E+01  0.2631672E+01  0.6898392E+00
          44 -0.5217122E+01  0.1276700E+04  0.2057768E+01  0.2748066E+01  0.6898392E+00
          45  0.4373672E+01  0.1295700E+04  0.2151900E+01  0.2867203E+01  0.6898392E+00
          46  0.2933953E+01  0.1314900E+04  0.2248335E+01  0.2989170E+01  0.6898392E+00
          47 -0.1258023E+02  0.1334400E+04  0.2347074E+01  0.3113941E+01  0.6898392E+00
          48 -0.1427907E+01  0.1354000E+04  0.2448139E+01  0.3241585E+01  0.6898392E+00
          49 -0.2244358E+02  0.1373700E+04  0.2551559E+01  0.3372120E+01  0.6898392E+00
          50  0.5900960E+01  0.1393700E+04  0.2657339E+01  0.3505557E+01  0.6898392E+00
          51  0.1220253E+02  0.1414000E+04  0.2765475E+01  0.3641874E+01  0.6898392E+00
          52  0.2412852E+00  0.1434500E+04  0.2876075E+01  0.3781234E+01  0.6898392E+00
          53  0.2047577E+01  0.1455200E+04  0.2989030E+01  0.3923472E+01  0.6898392E+00
          54  0.6099275E+01  0.1476000E+04  0.3104449E+01  0.4068840E+01  0.6898392E+00
          55 -0.1091501E+02  0.1496900E+04  0.3222280E+01  0.4217040E+01  0.6898392E+00
          56 -0.1469974E+02  0.1518100E+04  0.3342622E+01  0.4368483E+01  0.6898392E+00
          57  0.2908055E+01  0.1539600E+04  0.3465433E+01  0.4522889E+01  0.6898392E+00
          58 -0.7658453E+01  0.1561400E+04  0.3590782E+01  0.4680504E+01  0.6898392E+00
          59 -0.1823584E+02  0.1583300E+04  0.3718625E+01  0.4841156E+01  0.6898392E+00
          60  0.5973661E+01  0.1605300E+04  0.3849011E+01  0.5004980E+01  0.6898392E+00
          61  0.4504617E+01  0.1627600E+04  0.3982011E+01  0.5172136E+01  0.6898392E+00
          62  0.1662314E+01  0.1650100E+04  0.4117545E+01  0.5342386E+01  0.6898392E+00
          63 -0.2969931E+01  0.1672800E+04  0.4255715E+01  0.5516019E+01  0.6898392E+00
          64  0.7780443E+01  0.1695700E+04  0.4396510E+01  0.5692788E+01  0.6898392E+00
          65  0.1762351E+02  0.1718800E+04  0.4539906E+01  0.5872973E+01  0.6898392E+00
          66  0.2416793E+02  0.1742100E+04  0.4686007E+01  0.6056450E+01  0.6898392E+00
          67 -0.9063836E+01  0.1765700E+04  0.4834814E+01  0.6243396E+01  0.6898392E+00
          68 -0.5419841E+01  0.1789400E+04  0.4986218E+01  0.6433679E+01  0.6898392E+00
          69  0.1169871E+02  0.1813500E+04  0.5140544E+01  0.6627444E+01  0.6898392E+00
          70 -0.4489366E+01  0.1837700E+04  0.5297463E+01  0.6824734E+01  0.6898392E+00
          71  0.2095840E+02  0.1862200E+04  0.5457337E+01  0.7025539E+01  0.6898392E+00
          72 -0.2200828E+00  0.1886900E+04  0.5619805E+01  0.7229869E+01  0.6898392E+00
          73 -0.4361934E+02  0.1911900E+04  0.5785431E+01  0.7437782E+01  0.6898392E+00
          74 -0.3842628E+01  0.1937100E+04  0.5953429E+01  0.7649375E+01  0.6898392E+00
          75 -0.1117227E+02  0.1962500E+04  0.6124731E+01  0.7864681E+01  0.6898392E+00
          76 -0.1610557E+02  0.1988200E+04  0.6298665E+01  0.8083505E+01  0.6898392E+00
          77  0.2297676E+02  0.2014100E+04  0.6475535E+01  0.8306141E+01  0.6898392E+00
          78 -0.2242222E+02  0.2040200E+04  0.6655587E+01  0.8532566E+01  0.6898392E+00
          79  0.3415510E+01  0.2066500E+04  0.6838393E+01  0.8762864E+01  0.6898392E+00
          80  0.1515784E+02  0.2093100E+04  0.7024350E+01  0.8996863E+01  0.6898392E+00
          81 -0.8022662E+01  0.2120000E+04  0.7212972E+01  0.9234797E+01  0.6898392E+00
          82 -0.1821528E+02  0.2147000E+04  0.7404864E+01  0.9476735E+01  0.6898392E+00
          83  0.2230128E+02  0.2174300E+04  0.7599937E+01  0.9722561E+01  0.6898392E+00
          84 -0.1981355E+02  0.2201800E+04  0.7797916E+01  0.9972519E+01  0.6898392E+00
          85 -0.2944721E+00  0.2229500E+04  0.7999135E+01  0.1022645E+02  0.6898392E+00
          86 -0.2825462E+02  0.2257500E+04  0.8203354E+01  0.1048454E+02  0.6898392E+00
          87  0.1417595E+02  0.2285700E+04  0.8411025E+01  0.1074671E+02  0.6898392E+00
          88  0.6121970E+00  0.2314100E+04  0.8621844E+01  0.1101315E+02  0.6898392E+00
          89 -0.2420395E+02  0.2342800E+04  0.8835904E+01  0.1128368E+02  0.6898392E+00
          90  0.1180069E+02  0.2371600E+04  0.9053173E+01  0.1155857E+02  0.6898392E+00
          91 -0.1790184E+02  0.2400700E+04  0.9273685E+01  0.1183779E+02  0.6898392E+00
          92  0.9050214E+01  0.2430000E+04  0.9497406E+01  0.1212132E+02  0.6898392E+00
          93  0.3260629E+02  0.2459500E+04  0.9724578E+01  0.1240937E+02  0.6898392E+00
          94 -0.1338261E+02  0.2489300E+04  0.9955264E+01  0.1270183E+02  0.6898392E+00
          95 -0.1488406E+02  0.2519200E+04  0.1018934E+02  0.1299869E+02  0.6898392E+00
          96  0.1196047E+02  0.2549400E+04  0.1042648E+02  0.1330021E+02  0.6898392E+00
          97  0.8836576E+01  0.2579700E+04  0.1066758E+02  0.1360626E+02  0.6898392E+00
          98  0.2551353E+01  0.2610300E+04  0.1091213E+02  0.1391709E+02  0.6898392E+00
          99  0.1774049E+02  0.2641000E+04  0.1115996E+02  0.1423251E+02  0.6898392E+00
         100  0.4120899E+02  0.2672000E+04  0.1141148E+02  0.1455267E+02  0.6898392E+00
         101 -0.1897540E+02  0.2703100E+04  0.1166651E+02  0.1487764E+02  0.6898392E+00
         102 -0.1907771E+01  0.2734400E+04  0.1192551E+02  0.1520756E+02  0.6898392E+00
         103  0.6969413E+01  0.2765900E+04  0.1218796E+02  0.1554224E+02  0.6898392E+00
         104  0.2798183E+02  0.2797500E+04  0.1245419E+02  0.1588187E+02  0.6898392E+00
         105  0.2191341E+02  0.2829400E+04  0.1272394E+02  0.1622665E+02  0.6898392E+00
         106  0.1175324E+02  0.2861400E+04  0.1299762E+02  0.1657641E+02  0.6898392E+00
         107 -0.2895780E+02  0.2893500E+04  0.1327509E+02  0.1693122E+02  0.6898392E+00
         108 -0.9082299E+01  0.2925800E+04  0.1355634E+02  0.1729138E+02  0.6898392E+00
         109 -0.1476778E+02  0.2958300E+04  0.1384174E+02  0.1765660E+02  0.6898392E+00
         110 -0.3340411E+02  0.2990900E+04  0.1413072E+02  0.1802708E+02  0.6898392E+00
         111 -0.3232799E+02  0.3023700E+04  0.1442372E+02  0.1840309E+02  0.6898392E+00
         112  0.1218805E+02  0.3056500E+04  0.1472069E+02  0.1878420E+02  0.6898392E+00
         113 -0.1183650E+02  0.3089600E+04  0.1502168E+02  0.1917097E+02  0.6898392E+00
         114 -0.2446675E+02  0.3122700E+04  0.1532695E+02  0.1956318E+02  0.6898392E+00
         115 -0.2342406E+02  0.3156000E+04  0.1563620E+02  0.1996096E+02  0.6898392E+00
         116 -0.4903529E+01  0.3189300E+04  0.1594946E+02  0.2036423E+02  0.6898392E+00
         117 -0.2181536E+02  0.3222800E+04  0.1626701E+02  0.2077338E+02  0.6898392E+00
         118  0.1214269E+02  0.3256400E+04  0.1658877E+02  0.2118817E+02  0.6898392E+00
         119 -0.1925215E+02  0.3290100E+04  0.1691483E+02  0.2160876E+02  0.6898392E+00
         120  0.1033280E+02  0.3323800E+04  0.1724502E+02  0.2203525E+02  0.6898392E+00
         121 -0.1166873E+02  0.3357600E+04  0.1757958E+02  0.2246753E+02  0.6898392E+00
         122  0.2297219E+02  0.3391500E+04  0.1791854E+02  0.2290587E+02  0.6898392E+00
