           2 NaN             0.1960720E-01  0.6898392E+00
           3  0.5047738E-36  0.5047731E-36  0.6898392E+00
           4 NaN             0.4648093E-01  0.6898392E+00
           5 -0.1057427E-01  0.4489237E-01  0.6898392E+00
           6 NaN             0.8265600E-01  0.6898392E+00
           7 -0.1307682E+00  0.7867429E-01  0.6898392E+00
           8 NaN             0.1280025E+00  0.6898392E+00
           9  0.2009656E+00  0.1214421E+00  0.6898392E+00
          10 NaN             0.1824707E+00  0.6898392E+00
          11 -0.3487551E-01  0.1731968E+00  0.6898392E+00
          12 NaN             0.2460538E+00  0.6898392E+00
          13 -0.6532447E-01  0.2339627E+00  0.6898392E+00
          14 NaN             0.3187735E+00  0.6898392E+00
          15  0.6313407E+00  0.3037840E+00  0.6898392E+00
          16 NaN             0.4006754E+00  0.6898392E+00
          17 -0.1903148E+00  0.3827254E+00  0.6898392E+00
          18 NaN             0.4918165E+00  0.6898392E+00
          19 -0.1423217E+00  0.4708460E+00  0.6898392E+00
          20 NaN             0.5922565E+00  0.6898392E+00
          21  0.4370829E+00  0.5682344E+00  0.6898392E+00
          22 NaN             0.7020969E+00  0.6898392E+00
          23  0.3377860E+00  0.6749834E+00  0.6898392E+00
          24 NaN             0.8214272E+00  0.6898392E+00
          25  0.3524465E+00  0.7911896E+00  0.6898392E+00
          26 NaN             0.9503336E+00  0.6898392E+00
          27 -0.2667074E-01  0.9169496E+00  0.6898392E+00
          28 NaN             0.1088954E+01  0.6898392E+00
          29  0.7491195E+00  0.1052388E+01  0.6898392E+00
          30 NaN             0.1237389E+01  0.6898392E+00
          31  0.3237417E+00  0.1197649E+01  0.6898392E+00
          32 NaN             0.1395778E+01  0.6898392E+00
          33  0.9331199E-01  0.1352827E+01  0.6898392E+00
          34 NaN             0.1564250E+01  0.6898392E+00
          35  0.5404928E+00  0.1518080E+01  0.6898392E+00
          36 NaN             0.1742951E+01  0.6898392E+00
          37  0.9652111E-01  0.1693549E+01  0.6898392E+00
          38 NaN             0.1932025E+01  0.6898392E+00
          39 -0.3309119E+00  0.1879377E+01  0.6898392E+00
          40 NaN             0.2131632E+01  0.6898392E+00
          41  0.5715791E+00  0.2075737E+01  0.6898392E+00
          42 NaN             0.2341938E+01  0.6898392E+00
          43  0.2032175E+00  0.2282794E+01  0.6898392E+00
          44 NaN             0.2563107E+01  0.6898392E+00
          45  0.4530022E+00  0.2500688E+01  0.6898392E+00
          46 NaN             0.2795301E+01  0.6898392E+00
          47  0.1842342E+00  0.2729631E+01  0.6898392E+00
